"id","lat","lng"
129,-88.759820,56.181064
130,10.635876,-101.277973
131,14.956683,146.178372
132,88.965115,59.457723
133,-77.248419,137.112771
134,83.550549,-86.949430
135,43.767391,-131.40523
136,66.248141,175.556345
137,19.745173,-118.963964
138,69.880794,89.647045
139,-87.41743,75.691421
140,34.802742,-52.28617
141,-44.307246,89.180321
142,26.300233,-135.491441
143,-45.77493,99.816684
144,43.555593,-136.666988
145,87.438069,-23.561785
146,61.124374,-94.288468
147,61.814453,-122.995513
148,-62.834532,-18.304296
149,-54.83161,-90.100829
150,31.568130,-158.936449
151,-46.428845,-125.354628
152,69.723342,90.907426
153,18.345129,104.998684
154,13.394738,-113.679852
155,77.921539,-46.835008
156,22.148315,-170.652196
157,62.264751,75.588405
158,-30.954291,109.246762
159,-71.732272,52.709094
160,30.788316,101.389360
161,22.840357,100.134054
162,-79.940180,-27.276926
163,10.25881,89.464644
164,-81.789207,4.510120
165,-15.443661,-69.798516
166,-2.724441,127.812289
167,-38.369107,65.91799
168,-57.430310,-138.999075
169,-7.213747,-10.359575
170,-4.17821,12.465864
171,-81.444550,-35.636426
172,-37.80701,-109.3381
173,10.309320,-171.214305
174,66.540073,170.973062
175,13.710106,-145.629733
176,-45.501556,96.259579
177,-29.363907,155.557764
178,74.347833,-179.171507
179,-18.513574,-131.54266
180,-34.767149,-47.882134
181,-0.847950,-178.587493
182,53.802236,101.186033
183,23.62061,4.507582
184,-37.161613,60.683818
185,-30.945628,-5.351803
186,-19.704875,61.304202
187,51.737454,-133.449838
188,15.357644,67.453594
189,-26.956829,47.691876
190,-0.225719,74.724208
191,-64.30053,-86.256163
192,69.137737,-97.64878
193,-35.844800,-12.476806
194,-52.820690,53.274965
195,21.398305,180.957207
196,-12.718781,102.519291
197,-8.816634,-99.851681
198,-72.691650,-105.135008
199,-42.576757,-143.779131
200,-53.789784,89.760895
201,62.769391,22.889337
202,53.866164,88.51342
203,-46.375782,145.663077
204,-6.96904,-5.116131
205,-45.690190,25.435138
206,3.557205,106.584718
207,31.699250,-45.820879
208,57.360599,44.408248
209,-12.382744,-43.226000
210,75.785520,-149.404148
211,-48.541147,-91.791861
212,-63.375230,-72.629727
213,-17.557125,144.655879
214,-81.839088,-108.198739
215,70.428612,169.923901
216,69.826608,3.951387
217,-74.848055,-20.188473
218,-39.559044,-95.542733
219,3.795040,-117.142380
220,-51.104025,-130.555753
221,-36.902356,52.34893
222,-78.374223,-10.960104
223,21.122004,-51.917152
224,-46.330039,76.314441
225,-84.885346,-148.210499
226,-78.402643,-32.825049
227,48.785743,-77.515174
228,-45.62863,32.872394
229,25.862819,-32.96831
230,19.875121,-158.639946
231,66.374888,-40.491336
232,11.965908,6.371597
233,26.942021,-113.54521
234,-37.279645,-151.63301
235,63.760408,-32.385988
236,-65.231524,-96.759246
237,-16.370950,140.935148
238,-12.918979,-76.436405
239,33.242378,-13.959455
240,27.745738,149.312958
241,86.208638,167.701005
242,-46.443707,64.151852
243,-22.852431,-133.863971
244,-21.90215,56.61262
245,-75.452827,-57.584406
246,-6.354956,85.496069
247,-71.387067,-176.356080
248,-74.258257,59.900786
249,-50.967826,90.200559
250,7.363805,-62.695654
251,-55.680527,-33.695241
252,-23.809975,-133.662320
253,-38.410378,-63.133866
254,-48.693489,58.965583
255,-6.799022,166.423738
256,-83.231376,-31.790608
257,-72.454394,180.224096
258,81.436424,42.643874
259,-52.435754,-51.800136
260,-28.810285,104.452058
261,-42.387786,-96.462739
262,-27.674984,-131.421636
263,28.931447,143.47486
264,-61.74191,-122.195870
265,89.823134,-70.975366
266,25.913451,155.824940
267,83.633757,-129.719068
268,11.165030,68.199221
269,-25.105464,-174.703829
270,19.419369,160.739518
271,-22.632558,162.156681
272,11.139243,-20.152102
273,70.233751,-14.822217
274,-27.128925,-64.854596
275,-13.318676,44.854204
276,-24.507269,103.275159
277,-69.401502,-134.838682
278,19.239736,176.799137
279,30.969037,-131.877656
280,-56.862970,-8.281855
281,50.993891,-178.338516
282,59.794921,4.995007
283,-7.837634,-46.413735
284,65.716389,-77.682894
285,-87.614087,174.477644
286,50.487055,83.144662
287,-23.154556,-154.879184
288,-81.770853,34.809359
289,-26.527263,-52.624963
290,-16.564430,39.42323
291,-81.856545,66.311726
292,-57.899192,137.981212
293,-77.668010,61.193593
294,-2.666910,-88.212420
295,-39.481076,10.736141
296,3.262189,-82.21706
297,-84.199636,-41.633713
298,-72.741711,20.260554
299,60.990465,-117.747320
300,2.371804,-95.552662
301,37.352947,135.177973
302,54.115055,-2.294210
303,-0.438683,103.74224
304,-8.738768,178.924347
305,15.818849,128.637728
306,70.257867,55.874697
307,-7.129076,26.518736
308,-36.715250,-153.213639
309,-77.179105,180.128388
310,-42.178003,-161.533883
311,1.55557,155.414576
312,73.333833,179.908148
313,-21.520827,-165.58051
314,86.981457,68.210026
315,-54.789998,38.990688
316,66.804469,71.228961
317,-11.509985,154.136509
318,-8.416120,49.58191
319,-81.738881,-179.895889
320,18.649997,-18.403829
321,73.174272,39.99368
322,20.514555,-59.489747
323,29.846300,-40.315309
324,58.448603,-45.398474
325,42.967464,-57.831466
326,39.697452,99.719873
327,1.265730,-92.126966
328,-32.339968,-146.397033
329,-1.968612,-145.556104
330,-37.604570,178.357284
331,32.892575,112.299927
332,-40.937287,-153.112524
333,40.791411,-10.323184
334,-0.880139,148.897
335,59.39818,-139.233306
336,-36.432128,72.511742
337,59.239829,-108.823212
338,65.632983,-32.186940
339,61.927299,-145.835325
340,50.240265,-20.573540
341,-77.594416,-126.382143
342,-46.25713,77.157010
343,-52.765821,105.491579
344,84.156786,-133.515590
345,-32.44885,40.445659
346,43.970961,82.685737
347,51.275437,-81.362591
348,61.905828,33.510373
349,-67.683995,-80.33380
350,-58.893544,76.198253
351,-64.677947,-114.770005
352,-87.216929,-21.646383
353,-90.733538,-10.203522
354,-36.412353,-156.509581
355,-36.256185,31.144785
356,-11.988216,-13.209354
357,-16.744040,-115.317751
358,37.763877,-103.270176
359,-81.501839,-72.799452
360,-69.258394,71.672502
361,-35.375687,-39.12558
362,46.27725,125.12064
363,15.272175,150.173668
364,28.455451,99.983452
365,81.312676,29.710429
366,-40.908961,-176.355726
367,-82.712154,-77.293032
368,39.272060,147.215620
369,-90.157424,55.802696
370,55.466094,5.134912
371,4.488014,-4.498173
372,88.698751,43.936779
373,62.377566,-74.379033
374,31.183048,139.911009
375,73.247985,94.988720
376,-60.560056,115.538218
377,-34.92151,161.978727
378,20.512564,109.141072
379,-48.550300,-123.62983
380,-74.996886,-100.838855
381,63.896222,147.186615
382,-9.45404,28.535313
383,-78.954744,-123.677604
384,-63.435232,121.499514
385,-73.712173,10.829618
386,-8.164238,-147.317174
387,-7.15797,69.488750
388,-82.443768,6.71923
389,-83.510741,151.992931
390,-86.900426,-144.951750
391,-60.14751,157.141012
392,-58.837348,10.351438
393,-75.772292,65.374447
394,-73.5783,115.936024
395,-34.567969,160.982832
396,-22.783998,-21.360453
397,12.178754,37.50039
398,-49.864705,-54.467938
399,-71.616272,42.951024
400,-23.406139,-121.369608
401,-46.835780,-179.914862
402,77.208293,-60.431849
403,76.692848,-32.306727
404,-81.976518,-98.407475
405,36.231788,-96.405922
406,59.198699,118.537278
407,77.508754,146.370083
408,-4.303953,92.284909
409,83.159755,60.655447
410,-12.808795,134.156380
411,-21.479940,120.388596
412,-86.136729,-3.566624
413,67.991956,-49.773096
414,-6.696851,-30.252675
415,-64.353880,-177.238403
416,30.375627,4.306969
417,77.198910,-45.448891
418,15.887325,-110.941442
419,50.843087,-53.63676
420,66.663103,97.508821
421,-88.812891,105.581455
422,67.933238,102.488200
423,23.637730,33.230291
424,-0.543379,-64.880862
425,70.41270,-93.117719
426,-7.846535,175.579505
427,-3.225259,-98.64534
428,-74.186749,-86.170583
429,58.759704,-151.822685
430,-45.222774,-139.555228
431,88.745751,-71.842686
432,-35.678474,69.984000
433,53.34844,-115.512487
434,3.592136,75.415270
435,23.839099,-40.533658
436,21.739261,133.489420
437,50.300945,177.744212
438,52.394817,72.209406
439,9.227939,6.582720
440,-85.275557,161.321446
441,-45.982830,-39.355905
442,-73.726174,-120.347771
443,21.605420,-133.199096
444,16.931988,176.143452
445,47.540207,-123.319315
446,26.446510,178.413647
447,72.386776,-113.79532
448,11.183637,-48.122774
449,-28.416856,-96.537035
450,-45.828990,150.685813
451,-86.619639,-34.584236
452,-89.928733,5.20552
453,61.436695,-93.75111
454,39.421559,165.517740
455,24.300993,67.263487
456,15.825538,-98.346369
457,39.666125,52.68450
458,28.539980,-97.464572
459,69.367358,42.631905
460,-27.291995,-175.483805
461,62.845041,-82.350377
462,-90.532569,-5.614404
463,87.417438,-98.442974
464,-15.359523,134.723956
465,-61.407839,-56.970610
466,15.651883,-128.524601
467,22.620062,175.44845
468,89.172160,-0.224727
469,39.994511,-159.210774
470,25.99996,-137.445779
471,5.689969,-90.881442
472,15.919480,95.290836
473,-70.728737,51.507016
474,54.512522,160.849490
475,65.684127,5.381030
476,34.822758,-50.632989
477,-35.324537,125.139011
478,67.861130,107.343952
479,-11.490695,-167.91168
480,27.888836,167.872497
481,29.819571,-166.617181
482,53.290879,89.379512
483,66.937354,52.558985
484,-42.769451,-75.617071
485,19.679155,100.165502
486,46.463129,106.368712
487,-71.905634,22.967571
488,56.655122,-118.240006
489,-6.535009,-167.264949
490,-80.966565,147.800843
491,-73.427882,-110.285789
492,83.451881,-42.741313
493,30.693142,-157.522550
494,40.622360,-115.605694
495,-22.627906,-18.697615
496,-19.472925,-146.103207
497,-47.463567,-85.493470
498,-90.668804,143.351554
499,36.272889,25.998086
500,-36.421276,-87.882807
501,61.391517,72.361391
502,-14.169551,-26.492583
503,33.516950,-9.807559
504,88.288567,94.248852
505,83.971364,-56.944790
506,88.987792,-169.506978
507,-28.649317,29.56694
508,-3.785460,58.599209
509,45.169488,-17.582144
510,0.6503,-139.826057
511,-61.407579,-165.616000
512,-19.186892,104.812920
513,-44.97947,55.54229
514,-71.810823,105.234224
515,3.137199,-40.634302
516,-48.877738,-19.124686
517,-19.437952,-105.959430
518,-19.851490,-147.492325
519,11.985065,9.184701
520,-80.880112,-127.395540
521,-47.876384,141.657121
522,16.324986,-78.559640
523,67.623,2.166845
524,54.559832,81.998597
525,-80.361964,45.380471
526,45.791513,-65.194901
527,82.232294,-52.941464
528,37.82166,-26.106317
529,8.523989,118.810467
530,-73.550878,-83.331588
531,-12.364117,-177.604421
532,-60.509547,-44.46236
533,-68.211379,-131.991683
534,-59.495800,33.829549
535,-24.719916,39.652896
536,15.302592,87.258087
537,12.616278,63.680404
538,8.173677,-128.350300
539,50.586357,152.795416
540,28.234923,176.392056
541,-61.309776,143.622537
542,34.469047,137.155026
543,-2.852015,52.649898
544,47.784049,-9.574669
545,-23.56749,-67.364491
546,79.823050,-172.232051
547,-48.285896,-162.554761
548,-7.889776,40.16965
549,36.319016,150.853100
550,25.44547,92.310017
551,74.958412,-50.814444
552,-66.341209,84.44799
553,90.357836,83.586685
554,-70.549208,15.998335
555,-47.186832,17.469761
556,-51.304037,122.735616
557,-82.893954,6.687240
558,40.540581,-115.999341
559,5.545809,-10.19420
560,-34.887817,157.156519
561,51.1627,165.687160
562,60.727649,129.137190
563,48.743,-94.301897
564,12.210733,-11.796123
565,-47.382198,-170.186967
566,71.536905,-2.421338
567,23.265371,-2.710568
568,51.236104,-79.368799
569,15.398282,163.472400
570,59.667648,50.571658
571,-82.689901,-155.104528
572,35.827211,173.992866
573,-19.334524,53.855656
574,61.980541,162.605698
575,-56.132891,-102.400764
576,21.974486,-142.226326
577,-53.186517,166.564457
578,-9.222213,-14.75139
579,-74.757855,-55.399259
580,47.180486,123.319389
581,-36.745568,-43.529970
582,-20.263289,28.726673
583,-73.29210,115.448375
584,-8.694234,39.5689
585,-56.936382,-164.425052
586,-17.915867,-90.112517
587,-36.271436,118.222201
588,-41.989299,-9.360001
589,81.492712,-142.979177
590,73.137369,94.53272
591,-88.27700,158.395939
592,-44.709685,111.99107
593,60.165260,-153.47948
594,47.19295,-10.819637
595,-22.424191,-50.755027
596,44.690102,28.159137
597,-49.304358,14.318976
598,42.187929,97.874236
599,48.152545,92.977530
600,-81.277055,163.623095
601,32.24673,-23.237473
602,-53.354420,-4.613123
603,-60.47021,12.448792
604,-29.774924,-149.205074
605,83.244848,-2.858522
606,39.716144,-150.935026
607,-89.614637,-93.15236
608,62.424064,-149.730160
609,69.881099,53.19472
610,-24.698748,88.996071
611,-20.746025,-55.819135
612,37.327565,156.367568
613,-54.355636,-119.466510
614,17.642830,-79.494112
615,-41.422556,112.430846
616,-6.260309,-87.990799
617,19.61276,180.670381
618,75.914097,-76.365758
619,68.928898,93.737261
620,-31.477,-103.172664
621,-35.330227,-57.708666
622,33.422153,-119.740218
623,-26.322660,128.275020
624,4.953875,4.505123
625,-77.453759,-157.601491
626,88.978432,-23.430524
627,-12.159607,-51.930573
628,-39.840606,-61.152236
629,-9.250017,-135.971982
630,69.70700,-97.536389
631,56.338158,118.821505
632,40.262136,90.349865
633,62.938187,-37.909352
634,81.753803,16.520430
635,-3.703911,-41.963854
636,-38.793274,-58.991062
637,33.858787,27.658558
638,84.111034,-179.531179
639,-89.310583,83.793326
640,-17.82624,100.185677
641,-76.899731,-6.89568
642,-52.556993,40.92340
643,20.781742,-128.872576
644,-68.427125,-15.183843
645,37.650371,133.47767
646,17.445699,-151.467411
647,-85.378778,54.404711
648,-9.324525,136.581162
649,-47.207070,-10.675892
650,-45.388430,27.250348
651,58.908701,-64.966263
652,81.704945,4.713206
653,71.247461,148.496394
654,-87.801567,-55.802773
655,67.800916,-6.769479
656,-7.348339,156.614667
657,41.957884,130.992328
658,-79.382339,-169.909348
659,89.332099,164.440206
660,-44.180913,-166.46972
661,-18.894325,59.48410
662,-52.439647,45.843856
663,-71.832137,129.237822
664,-83.626356,81.445942
665,89.442175,129.973307
666,-13.861297,70.170640
667,32.173055,-36.922377
668,57.109575,97.820309
669,-73.829505,-91.145817
670,-59.29985,-136.552367
671,7.4511,-78.904872
672,-28.15523,10.40466
673,-87.224613,139.708132
674,13.467477,-67.176624
675,4.616554,101.113698
676,70.732607,-84.296856
677,-79.748288,-78.27021
678,56.249548,-57.795794
679,-63.787382,131.254753
680,-78.210854,120.126429
681,51.554224,-160.245844
682,-9.864644,-90.462682
683,-19.181870,16.320941
684,85.211051,-175.563220
685,85.310972,59.233524
686,65.839809,-11.431205
687,-39.497449,-99.442414
688,19.417030,-120.744796
689,-82.305622,-39.618124
690,-49.529276,-50.289452
691,75.805844,19.826222
692,-10.295534,121.172503
693,-58.412961,-156.494911
694,-34.999422,-59.379009
695,14.41606,85.98485
696,49.263505,-129.601748
697,-56.401774,-42.448880
698,66.399166,-45.111891
699,-54.27513,48.694906
700,-30.926958,167.549353
701,-88.494,32.17412
702,-55.907422,-32.17212
703,73.838140,143.252198
704,-5.732400,-13.218147
705,-23.226497,109.977494
706,-85.171130,60.774314
707,-90.952940,-53.10009
708,-41.743624,132.767535
709,-28.808489,-144.559182
710,75.17652,-119.735531
711,87.89286,99.127891
712,17.402629,142.563199
713,-46.591351,118.99618
714,49.216205,137.146667
715,-7.85657,-52.563278
716,76.726779,19.337406
717,-33.325552,131.910596
718,12.68864,-62.843305
719,73.389583,-20.90457
720,61.765440,-87.39617
721,52.405976,39.423651
722,10.506793,161.512757
723,43.282208,-99.351257
724,-70.38435,-91.823231
725,52.985270,-171.616610
726,-44.769192,-60.953431
727,29.588037,-31.21108
728,38.437207,-45.45307
729,0.100788,-100.671397
730,-33.60489,103.69733
731,-8.37316,11.812637
732,-48.708794,102.169344
733,10.549167,-134.217528
734,-36.480611,159.280322
735,-45.159505,57.926754
736,-74.619521,119.908392
737,-69.338386,98.908722
738,-4.97864,-118.52857
739,-90.328519,70.130681
740,-1.26250,-15.436602
741,-49.252216,103.996045
742,73.669978,-18.477656
743,-90.786767,46.932880
744,29.783687,132.378581
745,-18.555121,96.1934
746,-19.814178,36.854081
747,62.214325,178.662048
748,-86.137388,173.669766
749,78.107787,-31.242185
750,-24.387197,41.241435
751,-62.676450,-119.817476
752,31.198330,141.472680
753,84.841221,-97.860770
754,87.871728,-89.533402
755,-74.509586,156.520999
756,-50.934092,173.663874
757,-88.531140,-6.511722
758,66.936290,138.723335
759,8.630042,-169.280859
760,-14.91725,180.576502
761,79.486581,29.69785
762,34.795489,180.908942
763,-22.529346,111.409863
764,86.664787,8.413137
765,-86.985764,-127.14012
766,71.224476,37.117689
767,-46.849516,168.952485
768,-56.650139,-64.194979
769,40.880309,30.840112
770,34.998656,84.132764
771,-13.839461,3.186428
772,74.124319,152.251405
773,72.970785,70.410803
774,-85.120533,165.29869
775,33.984529,-131.520678
776,-54.173506,124.726192
777,-0.798063,-6.561656
778,-35.340647,-80.274071
779,-24.367770,-119.663551
780,-56.930410,-57.273899
781,85.387020,7.116023
782,-32.170451,25.307166
783,57.921541,66.626877
784,-21.738222,-167.523333
785,-60.191935,48.720263
786,79.136587,-92.717515
787,49.731765,5.502404
788,-50.428468,-154.844546
789,-79.74984,-18.924002
790,18.5467,75.317097
791,-66.922077,100.429670
792,-47.824163,45.498668
793,-40.534379,39.921216
794,20.596732,119.297143
795,-7.630340,111.845277
796,52.5345,-166.43492
797,-1.511158,152.736939
798,10.194510,143.806626
799,-42.366453,156.78817
800,-82.280529,-5.532312
801,34.236773,51.830875
802,-22.996839,66.298495
803,-46.635668,-86.304142
804,7.753625,94.149886
805,-8.361190,-3.92181
806,-36.330043,129.474657
807,-57.946571,15.967083
808,58.392149,56.430568
809,8.236644,-22.610300
810,-83.390887,135.440427
811,-30.292909,-118.205315
812,-85.166764,-36.653216
813,-22.287886,-171.499078
814,51.943896,-10.526804
815,16.746004,7.563498
816,79.353203,154.186890
817,-49.463415,157.69732
818,7.377382,-20.981310
819,78.414663,-169.284953
820,8.49882,-157.851053
821,89.434928,117.596093
822,-6.870131,-49.52743
823,32.658187,-37.551033
824,-68.866084,-14.629889
825,-25.432530,-8.756109
826,-56.301249,28.889847
827,-42.714672,148.519190
828,-20.905693,75.128002
829,1.56940,4.659979
830,-12.842110,109.955077
831,24.958852,-15.557676
832,53.586883,-137.385551
833,-62.34738,-103.220474
834,66.835590,-151.679690
835,40.90385,-177.468198
836,59.114730,-129.133954
837,43.380711,-31.85862
838,-25.460998,-86.592873
839,-15.486195,-160.990596
840,68.896452,87.169484
841,15.361177,-10.280658
842,5.358215,-179.163077
843,-26.556321,168.590813
844,-10.937696,-62.14091
845,48.769310,-169.732046
846,-84.428812,68.181152
847,43.20387,-62.1585
848,-83.213434,169.446307
849,28.159127,75.979974
850,4.577222,-12.339452
851,67.806536,89.428413
852,-29.74784,-143.841084
853,-71.830322,-6.410932
854,-46.300011,62.554396
855,35.731937,132.685939
856,65.918338,-87.249790
857,2.558958,-21.241280
858,5.527364,111.229405
859,13.656963,95.921825
860,-4.530855,166.161924
861,42.590565,-45.732619
862,54.676845,-176.840234
863,-6.587199,-27.217016
864,-57.283789,14.547678
865,-33.681607,172.100145
866,-38.468141,92.561596
867,53.798707,-125.811978
868,-81.252532,11.900714
869,-25.879839,63.929394
870,15.605223,150.740433
871,69.137534,89.25445
872,25.143060,92.638098
873,-2.921968,69.837632
874,11.973796,-20.108682
875,39.338760,132.474035
876,-85.949783,-139.513598
877,-24.716534,-148.959374
878,75.487871,-62.9492
879,-17.485246,-27.80152
880,-75.650758,-127.986547
881,-33.868296,-155.814619
882,60.118407,-18.771709
883,2.761997,-97.958921
884,49.598167,125.489967
885,70.381790,-56.220282
886,-84.287236,-68.471526
887,78.642981,143.16253
888,-12.563105,-60.661616
889,-84.449350,-78.291936
890,-72.785811,98.326742
891,56.729293,11.356591
892,-69.907195,4.428892
893,76.968196,-159.597176
894,-55.399710,43.230959
895,7.596834,165.744617
896,34.180807,88.365908
897,-37.375969,149.217712
898,26.852585,70.617971
899,-82.374317,-139.807504
900,58.439886,-46.604022
901,53.405746,-131.628768
902,-88.89348,23.637505
903,-84.987315,73.799966
904,4.722109,119.597929
905,70.386201,-110.766698
906,-62.704581,122.147550
907,60.875182,-145.661725
908,-71.847544,-151.139621
909,36.586506,180.550
910,59.717005,57.809474
911,-3.484968,55.629101
912,73.501978,99.434839
913,-75.662773,14.656295
914,15.811257,-35.669944
915,-53.552705,9.89658
916,-42.28581,46.802720
917,62.723953,-53.459403
918,49.574835,2.991868
919,-24.48416,46.787412
920,-60.572820,-115.81863
921,19.82005,-55.336562
922,-25.305275,-32.413792
923,62.923358,-51.639740
924,68.687759,128.916345
925,-82.456124,176.263866
926,45.737976,-24.991239
927,59.984856,44.21901
928,-46.356683,43.723967
929,1.707433,-172.484994
930,23.219968,123.968194
931,-57.460497,-72.678928
932,-16.315227,-39.261587
933,-41.831013,-31.52930
934,-14.973291,17.300983
935,37.673176,-67.633073
936,72.48610,-149.985372
937,-44.998148,131.881832
938,54.323453,74.166709
939,67.88326,128.567180
940,-10.310117,-69.377650
941,-33.355637,-173.710314
942,-27.208213,121.838505
943,-9.712301,-32.539406
944,78.418744,-152.375918
945,6.679742,-77.899605
946,-0.819069,-157.473819
947,-84.259085,128.583206
948,-69.208850,-114.86940
949,40.399653,87.464368
950,-73.684966,-168.858799
951,-87.507766,82.145682
952,81.940620,-51.252114
953,-14.917313,-114.608008
954,-84.376047,-150.656356
955,10.299782,-61.868899
956,5.339406,-166.175161
957,60.682847,-124.965479
958,15.236744,-26.248587
959,86.351481,-151.110282
960,71.665117,177.535762
961,88.841923,-98.722623
962,-64.700845,117.67648
963,-8.478748,107.642066
964,1.629939,93.84022
965,-41.53830,-51.144497
966,80.172333,-160.30900
967,41.539473,78.249171
968,-43.548460,45.332507
969,-80.340380,-176.781729
970,-21.199876,50.404351
971,-36.337696,55.834923
972,63.548874,21.107593
973,-60.751702,13.642988
974,-26.838474,138.808329
975,33.744963,-12.233134
976,62.877655,162.271695
977,75.465040,-143.25397
978,22.251252,56.245508
979,4.343942,29.545540
980,84.648508,-33.973678
981,42.160483,149.528212
982,-41.933972,-51.960691
983,19.358097,37.391115
984,-76.762651,-143.998429
985,-78.644544,-54.840083
986,23.181953,34.232455
987,59.945023,-131.513406
988,-33.950151,172.333356
989,12.561889,-37.821400
990,-7.520147,168.907617
991,48.438649,-137.530947
992,7.28840,-116.404113
993,-23.397990,71.43622
994,-35.759527,-161.252234
995,18.15749,134.66857
996,-16.219729,-125.227040
997,-29.477822,27.682712
998,-52.533985,56.687507
999,-26.777169,-12.621257
1000,70.789966,-166.125562
1001,-53.640203,31.592902
1002,28.630228,97.790282
1003,85.311566,-3.786795
1004,41.578634,-92.164405
1005,-9.326690,-117.302896
1006,-14.774921,97.159090
1007,17.737156,-69.27287
1008,42.830288,-162.619480
1009,-75.177832,-104.181795
1010,-29.114809,-113.150447
1011,89.910992,-128.222382
1012,-75.985394,54.862326
1013,-83.146816,-143.633717
1014,53.484767,-77.83295
1015,52.923156,156.496694
1016,-8.498316,-126.950605
1017,7.310265,-106.450471
1018,-43.45648,108.313572
1019,65.640513,178.457889
1020,88.869029,144.816758
1021,-63.627340,101.441779
1022,-60.703452,51.247525
1023,-64.151996,63.104319
1024,-56.897290,55.725083
1025,-11.658751,-168.243035
1026,13.343358,103.605580
1027,90.85021,-53.687153
1028,-11.575581,171.622261
1029,-56.925292,-150.618970
1030,81.158678,104.105070
1031,18.519751,-154.600743
1032,-52.132456,-171.493119
1033,-1.661151,148.796583
1034,73.79113,-148.837618
1035,-27.526721,-15.179073
1036,21.883710,52.466094
1037,-78.973835,72.296907
1038,-45.149620,-29.304467
1039,21.685309,46.690347
1040,-75.583671,61.126397
1041,39.102128,34.695031
1042,69.295292,85.627436
1043,16.501855,133.554576
1044,-0.901296,-140.415696
1045,12.294386,6.869897
1046,3.682286,-19.813956
1047,-46.613312,38.21905
1048,-6.46204,-29.495382
1049,59.444753,149.955520
1050,-82.441551,-66.817510
1051,-90.610733,-175.529659
1052,-73.984143,99.509090
1053,-81.157078,154.136950
1054,76.970306,-78.1893
1055,-69.631161,-140.747523
1056,63.491222,-168.151674
1057,63.866600,-61.653697
1058,-42.461792,-162.679653
1059,13.179068,149.978157
1060,55.373686,-12.29313
1061,-66.621804,106.330405
1062,55.97206,-165.627895
1063,-11.897698,63.859760
1064,4.426536,148.340022
1065,57.344654,177.735445
1066,-68.872422,-88.738240
1067,-77.48184,25.880681
1068,-27.805759,98.742294
